  299    0.40459E+04    0.88195E+01    0.23102E-01    0.11679E+03
  300    0.40130E+04    0.89919E+01    0.23215E-01    0.11714E+03
  301    0.39800E+04    0.91656E+01    0.23328E-01    0.11745E+03
  302    0.39470E+04    0.93405E+01    0.23440E-01    0.11772E+03
  303    0.39139E+04    0.95164E+01    0.23551E-01    0.11796E+03
  304    0.38807E+04    0.96935E+01    0.23662E-01    0.11815E+03
  305    0.38475E+04    0.98715E+01    0.23772E-01    0.11831E+03
  306    0.38144E+04    0.10050E+02    0.23881E-01    0.11843E+03
  307    0.37811E+04    0.10230E+02    0.23990E-01    0.11851E+03
  308    0.37479E+04    0.10411E+02    0.24098E-01    0.11856E+03
  309    0.37147E+04    0.10592E+02    0.24206E-01    0.11856E+03
  310    0.36815E+04    0.10774E+02    0.24313E-01    0.11853E+03
  311    0.36484E+04    0.10956E+02    0.24419E-01    0.11847E+03
  312    0.36152E+04    0.11139E+02    0.24525E-01    0.11836E+03
  313    0.35821E+04    0.11322E+02    0.24630E-01    0.11822E+03
  314    0.35491E+04    0.11506E+02    0.24734E-01    0.11804E+03
  315    0.35161E+04    0.11690E+02    0.24838E-01    0.11783E+03
  316    0.34832E+04    0.11874E+02    0.24941E-01    0.11758E+03
  317    0.34503E+04    0.12058E+02    0.25044E-01    0.11730E+03
  318    0.34176E+04    0.12243E+02    0.25146E-01    0.11698E+03
  319    0.33849E+04    0.12427E+02    0.25247E-01    0.11662E+03
  320    0.33523E+04    0.12611E+02    0.25348E-01    0.11623E+03
  321    0.33199E+04    0.12795E+02    0.25448E-01    0.11580E+03
  322    0.32876E+04    0.12979E+02    0.25548E-01    0.11534E+03
  323    0.32554E+04    0.13163E+02    0.25647E-01    0.11484E+03
  324    0.32233E+04    0.13346E+02    0.25745E-01    0.11431E+03
  325    0.31914E+04    0.13528E+02    0.25843E-01    0.11375E+03
  326    0.31596E+04    0.13711E+02    0.25940E-01    0.11315E+03
  327    0.31280E+04    0.13892E+02    0.26037E-01    0.11252E+03
  328    0.30966E+04    0.14073E+02    0.26133E-01    0.11185E+03
  329    0.30653E+04    0.14253E+02    0.26229E-01    0.11115E+03
  330    0.30343E+04    0.14433E+02    0.26324E-01    0.11042E+03
  331    0.30034E+04    0.14611E+02    0.26419E-01    0.10965E+03
  332    0.29728E+04    0.14789E+02    0.26513E-01    0.10885E+03
  333    0.29424E+04    0.14966E+02    0.26606E-01    0.10802E+03
  334    0.29122E+04    0.15141E+02    0.26700E-01    0.10716E+03
  335    0.28822E+04    0.15315E+02    0.26792E-01    0.10626E+03
  336    0.28525E+04    0.15489E+02    0.26884E-01    0.10533E+03
  337    0.28230E+04    0.15660E+02    0.26976E-01    0.10437E+03
  338    0.27938E+04    0.15831E+02    0.27067E-01    0.10338E+03
  339    0.27649E+04    0.16000E+02    0.27158E-01    0.10235E+03
  340    0.27362E+04    0.16167E+02    0.27248E-01    0.10130E+03
  341    0.27078E+04    0.16333E+02    0.27338E-01    0.10021E+03
  342    0.26797E+04    0.16498E+02    0.27428E-01    0.99094E+02
  343    0.26520E+04    0.16660E+02    0.27517E-01    0.97946E+02
  344    0.26245E+04    0.16821E+02    0.27606E-01    0.96767E+02
  345    0.25974E+04    0.16980E+02    0.27695E-01    0.95558E+02
  346    0.25706E+04    0.17137E+02    0.27783E-01    0.94320E+02
  347    0.25441E+04    0.17292E+02    0.27870E-01    0.93051E+02
  348    0.25180E+04    0.17445E+02    0.27958E-01    0.91752E+02
  349    0.24923E+04    0.17596E+02    0.28045E-01    0.90424E+02
  350    0.24669E+04    0.17744E+02    0.28132E-01    0.89067E+02
  351    0.24419E+04    0.17891E+02    0.28218E-01    0.87680E+02
  352    0.24172E+04    0.18035E+02    0.28305E-01    0.86265E+02
  353    0.23930E+04    0.18176E+02    0.28391E-01    0.84823E+02
  354    0.23691E+04    0.18315E+02    0.28477E-01    0.83354E+02
  355    0.23456E+04    0.18452E+02    0.28562E-01    0.81859E+02
  356    0.23225E+04    0.18586E+02    0.28648E-01    0.80339E+02
  357    0.22998E+04    0.18718E+02    0.28733E-01    0.78794E+02
  358    0.22774E+04    0.18847E+02    0.28818E-01    0.77226E+02
  359    0.22555E+04    0.18974E+02    0.28903E-01    0.75635E+02
  360    0.22339E+04    0.19098E+02    0.28988E-01    0.74022E+02
  361    0.22127E+04    0.19219E+02    0.29072E-01    0.72387E+02
  362    0.21919E+04    0.19338E+02    0.29157E-01    0.70732E+02
  363    0.21715E+04    0.19454E+02    0.29241E-01    0.69057E+02
  364    0.21515E+04    0.19566E+02    0.29325E-01    0.67364E+02
  365    0.21319E+04    0.19677E+02    0.29410E-01    0.65652E+02
  366    0.21126E+04    0.19784E+02    0.29494E-01    0.63923E+02
  367    0.20938E+04    0.19888E+02    0.29578E-01    0.62177E+02
  368    0.20754E+04    0.19989E+02    0.29662E-01    0.60415E+02
  369    0.20573E+04    0.20088E+02    0.29746E-01    0.58638E+02
  370    0.20397E+04    0.20183E+02    0.29831E-01    0.56847E+02
  371    0.20224E+04    0.20275E+02    0.29915E-01    0.55043E+02
  372    0.20056E+04    0.20364E+02    0.29999E-01    0.53226E+02
  373    0.19892E+04    0.20450E+02    0.30084E-01    0.51397E+02
  374    0.19731E+04    0.20533E+02    0.30168E-01    0.49557E+02
  375    0.19575E+04    0.20613E+02    0.30253E-01    0.47706E+02
  376    0.19423E+04    0.20689E+02    0.30337E-01    0.45846E+02
  377    0.19275E+04    0.20762E+02    0.30422E-01    0.43977E+02
  378    0.19131E+04    0.20831E+02    0.30507E-01    0.42100E+02
  379    0.18991E+04    0.20897E+02    0.30592E-01    0.40216E+02
  380    0.18855E+04    0.20960E+02    0.30678E-01    0.38325E+02
  381    0.18723E+04    0.21019E+02    0.30763E-01    0.36429E+02
  382    0.18596E+04    0.21075E+02    0.30849E-01    0.34528E+02
  383    0.18472E+04    0.21127E+02    0.30935E-01    0.32623E+02
  384    0.18353E+04    0.21176E+02    0.31022E-01    0.30714E+02
  385    0.18238E+04    0.21221E+02    0.31108E-01    0.28803E+02
  386    0.18127E+04    0.21262E+02    0.31195E-01    0.26890E+02
  387    0.18020E+04    0.21299E+02    0.31282E-01    0.24976E+02
  388    0.17917E+04    0.21333E+02    0.31370E-01    0.23061E+02
  389    0.17819E+04    0.21363E+02    0.31458E-01    0.21148E+02
  390    0.17725E+04    0.21389E+02    0.31546E-01    0.19235E+02
  391    0.17635E+04    0.21412E+02    0.31635E-01    0.17325E+02
  392    0.17550E+04    0.21430E+02    0.31724E-01    0.15418E+02
  393    0.17468E+04    0.21444E+02    0.31813E-01    0.13514E+02
  394    0.17391E+04    0.21455E+02    0.31903E-01    0.11614E+02
  395    0.17318E+04    0.21461E+02    0.31993E-01    0.97204E+01
  396    0.17250E+04    0.21464E+02    0.32084E-01    0.78322E+01
